task,episode,sceneId,tick,px,py,pz,rotation,actions,actionArgs,forces
point_goal,1,p5dScene.49d6e05e6cead604857dadcb5e429f3a,0,-44.0149,0.5950,-40.9534,,goal,
-,-,-,0,-42.3070,0.5950,-40.3440,2.1790,idle,
-,-,-,1,-42.3070,0.5950,-40.3440,2.1790,idle,
-,-,-,2,-42.3070,0.5950,-40.3440,2.1790,turnRight,
-,-,-,3,-42.3070,0.5950,-40.3440,2.0533,turnRight,
-,-,-,4,-42.3070,0.5950,-40.3440,1.9277,turnRight,
-,-,-,5,-42.3070,0.5950,-40.3440,1.8020,turnRight,
-,-,-,6,-42.3070,0.5950,-40.3440,1.6763,turnRight,
-,-,-,7,-42.3070,0.5950,-40.3440,1.5507,forwards,
-,-,-,8,-42.5070,0.5950,-40.3480,1.5507,forwards,
-,-,-,9,-42.7069,0.5950,-40.3520,1.5507,forwards,
-,-,-,10,-42.9069,0.5950,-40.3561,1.5507,forwards,
-,-,-,11,-43.1068,0.5950,-40.3601,1.5507,turnRight,
-,-,-,12,-43.2068,0.5950,-40.3621,1.4250,forwards,
-,-,-,13,-43.4054,0.5950,-40.3862,1.4250,turnRight,
-,-,-,14,-43.5046,0.5950,-40.3982,1.2994,turnRight,
-,-,-,15,-43.5543,0.5950,-40.4042,1.1737,turnRight,
-,-,-,16,-43.5791,0.5950,-40.4072,1.0480,turnRight,
-,-,-,17,-43.5915,0.5950,-40.4088,0.9224,turnRight,
-,-,-,18,-43.5977,0.5950,-40.4095,0.7967,turnRight,
-,-,-,19,-43.6008,0.5950,-40.4099,0.6710,turnRight,
-,-,-,20,-43.6024,0.5950,-40.4101,0.5454,turnRight,
-,-,-,21,-43.6031,0.5950,-40.4102,0.4197,turnRight,
-,-,-,22,-43.6035,0.5950,-40.4102,0.2940,turnRight,
-,-,-,23,-43.6037,0.5950,-40.4102,0.1684,turnRight,
-,-,-,24,-43.6038,0.5950,-40.4102,0.0427,turnRight,
-,-,-,25,-43.6039,0.5950,-40.4103,-0.0829,turnRight,
-,-,-,26,-43.6039,0.5950,-40.4103,-0.2086,turnRight,
-,-,-,27,-43.6039,0.5950,-40.4103,-0.3343,turnRight,
-,-,-,28,-43.6039,0.5950,-40.4103,-0.4599,turnRight,
-,-,-,29,-43.6039,0.5950,-40.4103,-0.5856,turnRight,
-,-,-,30,-43.6039,0.5950,-40.4103,-0.7113,turnRight,
-,-,-,31,-43.6039,0.5950,-40.4103,-0.8369,turnRight,
-,-,-,32,-43.6039,0.5950,-40.4103,-0.9626,turnRight,
-,-,-,33,-43.6039,0.5950,-40.4103,-1.0883,turnRight,
-,-,-,34,-43.6039,0.5950,-40.4103,-1.2139,turnRight,
-,-,-,35,-43.6039,0.5950,-40.4103,-1.3396,turnRight,
-,-,-,36,-43.6039,0.5950,-40.4103,-1.4652,turnRight,
-,-,-,37,-43.6039,0.5950,-40.4103,-1.5909,turnRight,
-,-,-,38,-43.6039,0.5950,-40.4103,-1.7166,turnRight,
-,-,-,39,-43.6039,0.5950,-40.4103,-1.8422,turnRight,
-,-,-,40,-43.6039,0.5950,-40.4103,-1.9679,forwards,
-,-,-,41,-43.4195,0.5950,-40.3329,-1.9679,forwards,
-,-,-,42,-43.2350,0.5950,-40.2556,-1.9679,forwards,
-,-,-,43,-43.0506,0.5950,-40.1782,-1.9679,turnLeft,
-,-,-,44,-42.9584,0.5950,-40.1395,-1.8422,turnLeft,
-,-,-,45,-42.9123,0.5950,-40.1202,-1.7166,turnLeft,
-,-,-,46,-42.9013,0.5950,-40.1156,-1.5909,turnLeft,
-,-,-,47,-42.8958,0.5950,-40.1133,-1.4652,turnLeft,
-,-,-,48,-42.8945,0.5950,-40.1127,-1.3396,turnLeft,
-,-,-,49,-42.8942,0.5950,-40.1126,-1.2139,turnLeft,
-,-,-,50,-42.8941,0.5950,-40.1126,-1.0883,turnLeft,
-,-,-,51,-42.8941,0.5950,-40.1126,-0.9626,turnLeft,
-,-,-,52,-42.8940,0.5950,-40.1126,-0.8369,turnLeft,
-,-,-,53,-42.8940,0.5950,-40.1125,-0.7113,turnLeft,
-,-,-,54,-42.8940,0.5950,-40.1125,-0.5856,turnLeft,
-,-,-,55,-42.8940,0.5950,-40.1125,-0.4599,turnLeft,
-,-,-,56,-42.8940,0.5950,-40.1125,-0.3343,turnLeft,
-,-,-,57,-42.8940,0.5950,-40.1125,-0.2086,turnLeft,
-,-,-,58,-42.8940,0.5950,-40.1125,-0.0829,turnLeft,
-,-,-,59,-42.8940,0.5950,-40.1125,0.0427,turnLeft,
-,-,-,60,-42.8940,0.5950,-40.1125,0.1684,turnRight,
-,-,-,61,-42.8940,0.5950,-40.1125,0.0427,turnRight,
-,-,-,62,-42.8940,0.5950,-40.1125,-0.0829,turnRight,
-,-,-,63,-42.8940,0.5950,-40.1125,-0.2086,turnRight,
-,-,-,64,-42.8940,0.5950,-40.1125,-0.3343,turnRight,
-,-,-,65,-42.8940,0.5950,-40.1125,-0.4599,turnRight,
-,-,-,66,-42.8940,0.5950,-40.1125,-0.5856,turnRight,
-,-,-,67,-42.8940,0.5950,-40.1125,-0.7113,turnRight,
-,-,-,68,-42.8940,0.5950,-40.1125,-0.8369,turnRight,
-,-,-,69,-42.8940,0.5950,-40.1125,-0.9626,turnRight,
-,-,-,70,-42.8940,0.5950,-40.1125,-1.0883,turnRight,
-,-,-,71,-42.8940,0.5950,-40.1125,-1.2139,forwards,
-,-,-,72,-42.7066,0.5950,-40.1824,-1.2139,forwards,
-,-,-,73,-42.5192,0.5950,-40.2523,-1.2139,turnLeft,
-,-,-,74,-42.4255,0.5950,-40.2872,-1.0883,turnLeft,
-,-,-,75,-42.3787,0.5950,-40.3047,-0.9626,turnLeft,
-,-,-,76,-42.3553,0.5950,-40.3134,-0.8369,turnLeft,
-,-,-,77,-42.3436,0.5950,-40.3178,-0.7113,turnLeft,
-,-,-,78,-42.3377,0.5950,-40.3200,-0.5856,turnLeft,
-,-,-,79,-42.3348,0.5950,-40.3211,-0.4599,turnLeft,
-,-,-,80,-42.3333,0.5950,-40.3216,-0.3343,turnLeft,
-,-,-,81,-42.3326,0.5950,-40.3219,-0.2086,turnLeft,
-,-,-,82,-42.3322,0.5950,-40.3220,-0.0829,turnLeft,
-,-,-,83,-42.3320,0.5950,-40.3221,0.0427,turnLeft,
-,-,-,84,-42.3319,0.5950,-40.3221,0.1684,turnLeft,
-,-,-,85,-42.3319,0.5950,-40.3221,0.2940,turnLeft,
-,-,-,86,-42.3319,0.5950,-40.3221,0.4197,turnLeft,
-,-,-,87,-42.3319,0.5950,-40.3222,0.5454,turnLeft,
-,-,-,88,-42.3318,0.5950,-40.3222,0.6710,turnLeft,
-,-,-,89,-42.3318,0.5950,-40.3222,0.7967,turnLeft,
-,-,-,90,-42.3318,0.5950,-40.3222,0.9224,turnRight,
-,-,-,91,-42.3318,0.5950,-40.3222,0.7967,turnRight,
-,-,-,92,-42.3318,0.5950,-40.3222,0.6710,turnRight,
-,-,-,93,-42.3318,0.5950,-40.3222,0.5454,turnRight,
-,-,-,94,-42.3318,0.5950,-40.3222,0.4197,turnRight,
-,-,-,95,-42.3318,0.5950,-40.3222,0.2940,turnRight,
-,-,-,96,-42.3318,0.5950,-40.3222,0.1684,turnRight,
-,-,-,97,-42.3318,0.5950,-40.3222,0.0427,turnRight,
-,-,-,98,-42.3318,0.5950,-40.3222,-0.0829,turnRight,
-,-,-,99,-42.3318,0.5950,-40.3222,-0.2086,turnRight,
-,-,-,100,-42.3318,0.5950,-40.3222,-0.3343,turnRight,
-,-,-,101,-42.3318,0.5950,-40.3222,-0.4599,turnRight,
-,-,-,102,-42.3318,0.5950,-40.3222,-0.5856,turnRight,
-,-,-,103,-42.3318,0.5950,-40.3222,-0.7113,turnRight,
-,-,-,104,-42.3318,0.5950,-40.3222,-0.8369,turnRight,
-,-,-,105,-42.3318,0.5950,-40.3222,-0.9626,turnRight,
-,-,-,106,-42.3318,0.5950,-40.3222,-1.0883,turnRight,
-,-,-,107,-42.3318,0.5950,-40.3222,-1.2139,turnRight,
-,-,-,108,-42.3318,0.5950,-40.3222,-1.3396,turnRight,
-,-,-,109,-42.3318,0.5950,-40.3222,-1.4652,forwards,
-,-,-,110,-42.1330,0.5950,-40.3432,-1.4652,forwards,
-,-,-,111,-41.9341,0.5950,-40.3643,-1.4652,turnLeft,
-,-,-,112,-41.8346,0.5950,-40.3748,-1.3396,forwards,
-,-,-,113,-41.6389,0.5950,-40.4158,-1.3396,forwards,
-,-,-,114,-41.4438,0.5950,-40.4600,-1.3396,forwards,
-,-,-,115,-41.2490,0.5950,-40.5053,-1.3396,forwards,
-,-,-,116,-41.0543,0.5950,-40.5509,-1.3396,forwards,
-,-,-,117,-40.8596,0.5950,-40.5967,-1.3396,forwards,
-,-,-,118,-40.6649,0.5950,-40.6425,-1.3396,forwards,
-,-,-,119,-40.4702,0.5950,-40.6883,-1.3396,turnLeft,
-,-,-,120,-40.3729,0.5950,-40.7112,-1.2139,turnLeft,
-,-,-,121,-40.3242,0.5950,-40.7227,-1.0883,turnLeft,
-,-,-,122,-40.2999,0.5950,-40.7284,-0.9626,turnLeft,
-,-,-,123,-40.2877,0.5950,-40.7313,-0.8369,turnLeft,
-,-,-,124,-40.2816,0.5950,-40.7327,-0.7113,turnLeft,
-,-,-,125,-40.2786,0.5950,-40.7334,-0.5856,turnRight,
-,-,-,126,-40.2771,0.5950,-40.7338,-0.7113,turnRight,
-,-,-,127,-40.2763,0.5950,-40.7340,-0.8369,turnRight,
-,-,-,128,-40.2759,0.5950,-40.7340,-0.9626,turnRight,
-,-,-,129,-40.2757,0.5950,-40.7341,-1.0883,turnRight,
-,-,-,130,-40.2756,0.5950,-40.7341,-1.2139,turnRight,
-,-,-,131,-40.2756,0.5950,-40.7341,-1.3396,turnRight,
-,-,-,132,-40.2756,0.5950,-40.7341,-1.4652,turnRight,
-,-,-,133,-40.2756,0.5950,-40.7341,-1.5909,turnRight,
-,-,-,134,-40.2755,0.5950,-40.7341,-1.7166,turnRight,
-,-,-,135,-40.2755,0.5950,-40.7341,-1.8422,turnRight,
-,-,-,136,-40.2755,0.5950,-40.7341,-1.9679,turnRight,
-,-,-,137,-40.2755,0.5950,-40.7341,-2.0936,turnRight,
-,-,-,138,-40.2755,0.5950,-40.7341,-2.2192,turnRight,
-,-,-,139,-40.2755,0.5950,-40.7341,-2.3449,turnRight,
-,-,-,140,-40.2755,0.5950,-40.7341,-2.4706,turnRight,
-,-,-,141,-40.2755,0.5950,-40.7341,-2.5962,turnRight,
