task,episode,sceneId,tick,px,py,pz,rotation,actions,actionArgs,forces
point_goal,1,p5dScene.49d6e05e6cead604857dadcb5e429f3a,0,-37.9484,0.5950,-41.1383,,goal,
-,-,-,0,-42.3070,0.5950,-40.3440,2.1790,idle,
-,-,-,1,-42.3070,0.5950,-40.3440,2.1790,idle,
-,-,-,2,-42.3070,0.5950,-40.3440,2.1790,turnRight,
-,-,-,3,-42.3070,0.5950,-40.3440,2.0533,turnRight,
-,-,-,4,-42.3070,0.5950,-40.3440,1.9277,turnRight,
-,-,-,5,-42.3070,0.5950,-40.3440,1.8020,turnRight,
-,-,-,6,-42.3070,0.5950,-40.3440,1.6763,turnRight,
-,-,-,7,-42.3070,0.5950,-40.3440,1.5507,turnRight,
-,-,-,8,-42.3070,0.5950,-40.3440,1.4250,turnRight,
-,-,-,9,-42.3070,0.5950,-40.3440,1.2994,turnRight,
-,-,-,10,-42.3070,0.5950,-40.3440,1.1737,turnRight,
-,-,-,11,-42.3070,0.5950,-40.3440,1.0480,turnRight,
-,-,-,12,-42.3070,0.5950,-40.3440,0.9224,turnRight,
-,-,-,13,-42.3070,0.5950,-40.3440,0.7967,turnRight,
-,-,-,14,-42.3070,0.5950,-40.3440,0.6710,turnRight,
-,-,-,15,-42.3070,0.5950,-40.3440,0.5454,turnRight,
-,-,-,16,-42.3070,0.5950,-40.3440,0.4197,turnRight,
-,-,-,17,-42.3070,0.5950,-40.3440,0.2940,turnRight,
-,-,-,18,-42.3070,0.5950,-40.3440,0.1684,turnRight,
-,-,-,19,-42.3070,0.5950,-40.3440,0.0427,turnRight,
-,-,-,20,-42.3070,0.5950,-40.3440,-0.0829,turnRight,
-,-,-,21,-42.3070,0.5950,-40.3440,-0.2086,turnRight,
-,-,-,22,-42.3070,0.5950,-40.3440,-0.3343,turnRight,
-,-,-,23,-42.3070,0.5950,-40.3440,-0.4599,turnRight,
-,-,-,24,-42.3070,0.5950,-40.3440,-0.5856,turnRight,
-,-,-,25,-42.3070,0.5950,-40.3440,-0.7113,turnRight,
-,-,-,26,-42.3070,0.5950,-40.3440,-0.8369,turnRight,
-,-,-,27,-42.3070,0.5950,-40.3440,-0.9626,turnRight,
-,-,-,28,-42.3070,0.5950,-40.3440,-1.0883,turnRight,
-,-,-,29,-42.3070,0.5950,-40.3440,-1.2139,turnRight,
-,-,-,30,-42.3070,0.5950,-40.3440,-1.3396,turnRight,
-,-,-,31,-42.3070,0.5950,-40.3440,-1.4652,turnRight,
-,-,-,32,-42.3070,0.5950,-40.3440,-1.5909,forwards,
-,-,-,33,-42.1070,0.5950,-40.3400,-1.5909,forwards,
-,-,-,34,-41.9071,0.5950,-40.3360,-1.5909,turnLeft,
-,-,-,35,-41.8071,0.5950,-40.3339,-1.4652,turnLeft,
